                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     86,                0.83918,                0.69235,                 1.1807,                0.85984,                0.81145,                0.84634,                0.65633,                0.96656,                 1.0273,                 1.1506,              0.0006684,              0.0006684,              0.0006684
                     87,                0.84584,                0.72228,                 1.1871,                0.88403,                0.79669,                0.84471,                0.65624,                0.97218,                  1.005,                 1.1547,              0.0006585,              0.0006585,              0.0006585
                     88,                0.83201,                0.68432,                 1.1775,                0.88712,                0.83824,                0.85993,                0.67033,                0.97051,                0.93832,                 1.1484,              0.0006486,              0.0006486,              0.0006486
                     89,                0.84313,                0.70204,                 1.1848,                0.88538,                 0.7978,                0.85899,                0.66909,                0.97078,                0.87235,                 1.1442,              0.0006387,              0.0006387,              0.0006387
                     90,                 0.8463,                0.71479,                 1.1844,                0.89231,                0.81577,                 0.8655,                0.67503,                0.94471,                0.92142,                 1.1238,              0.0006288,              0.0006288,              0.0006288
                     91,                0.84018,                  0.699,                 1.1843,                0.88847,                0.78758,                0.85163,                0.66408,                0.97567,                0.96438,                 1.1496,              0.0006189,              0.0006189,              0.0006189
                     92,                0.82552,                0.68523,                 1.1753,                0.84833,                0.80597,                0.84814,                0.66099,                0.93782,                0.97819,                 1.1261,               0.000609,               0.000609,               0.000609
                     93,                0.82532,                0.69144,                 1.1725,                0.88595,                0.82843,                0.87415,                0.68848,                0.92411,                0.88742,                 1.1161,              0.0005991,              0.0005991,              0.0005991
                     94,                0.82399,                0.69442,                 1.1741,                0.88564,                0.82435,                0.86967,                0.68794,                0.96541,                0.93127,                 1.1419,              0.0005892,              0.0005892,              0.0005892
                     95,                0.82054,                0.67684,                 1.1707,                0.88601,                0.80515,                0.85022,                 0.6688,                0.94538,                0.99173,                 1.1321,              0.0005793,              0.0005793,              0.0005793
                     96,                0.80983,                0.66388,                 1.1595,                0.84505,                0.82576,                0.85822,                0.68057,                0.91568,                0.99159,                 1.1109,              0.0005694,              0.0005694,              0.0005694
                     97,                0.82108,                 0.6748,                 1.1707,                0.88304,                0.77901,                0.83681,                0.66066,                0.97353,                 1.0839,                 1.1675,              0.0005595,              0.0005595,              0.0005595
                     98,                0.82546,                0.67268,                 1.1715,                0.92688,                0.80929,                 0.8693,                0.67981,                0.95267,                0.95477,                 1.1539,              0.0005496,              0.0005496,              0.0005496
                     99,                0.82352,                0.66779,                 1.1601,                0.84293,                0.83374,                0.85174,                0.66966,                0.98014,                0.95065,                   1.16,              0.0005397,              0.0005397,              0.0005397
                    100,                0.81755,                0.67418,                 1.1677,                0.87644,                0.84477,                0.86185,                0.67264,                0.96669,                0.93574,                 1.1563,              0.0005298,              0.0005298,              0.0005298
                    101,                 0.8065,                 0.6495,                 1.1543,                 0.8864,                 0.8316,                0.85972,                0.66875,                0.97875,                0.95872,                  1.171,              0.0005199,              0.0005199,              0.0005199
                    102,                0.81396,                0.67089,                 1.1639,                0.90134,                0.83038,                0.86781,                0.67878,                 0.9516,                0.89361,                 1.1369,                0.00051,                0.00051,                0.00051
                    103,                0.80769,                0.65873,                 1.1542,                0.84417,                0.81577,                0.85559,                0.67451,                 0.9752,                0.94754,                 1.1456,              0.0005001,              0.0005001,              0.0005001
                    104,                 0.7923,                 0.6434,                 1.1504,                0.90925,                 0.8197,                 0.8757,                0.68184,                0.99733,                0.91523,                 1.1658,              0.0004902,              0.0004902,              0.0004902
                    105,                0.81424,                 0.6647,                  1.162,                0.88859,                0.76716,                0.84822,                0.66198,                 1.0051,                 1.0282,                 1.1765,              0.0004803,              0.0004803,              0.0004803
                    106,                0.80554,                0.64625,                 1.1571,                0.88545,                0.80719,                0.86181,                0.66989,                 1.0174,                0.97338,                 1.1911,              0.0004704,              0.0004704,              0.0004704
                    107,                0.79994,                0.64588,                 1.1528,                0.82207,                0.81313,                0.84222,                0.66479,                 1.0127,                 1.0015,                 1.1811,              0.0004605,              0.0004605,              0.0004605
                    108,                0.79521,                0.65052,                 1.1554,                0.90893,                0.82884,                0.86907,                0.68335,                 1.0055,                0.96518,                 1.1951,              0.0004506,              0.0004506,              0.0004506
