                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                0.86831,                0.75065,                 1.2243,                0.68737,                0.63524,                0.67054,                0.46167,                  1.225,                 1.1079,                 1.2501,               0.003466,               0.003466,               0.003466
                    102,                0.87292,                0.76048,                  1.228,                0.67195,                0.63193,                 0.6665,                0.45891,                 1.2264,                 1.1129,                 1.2518,                 0.0034,                 0.0034,                 0.0034
                    103,                0.85748,                 0.7367,                 1.2078,                0.73836,                0.59609,                0.66522,                0.45932,                 1.2308,                 1.1179,                 1.2543,               0.003334,               0.003334,               0.003334
                    104,                0.86488,                0.75582,                 1.2223,                0.66062,                  0.643,                0.66571,                0.45892,                  1.233,                 1.1239,                 1.2549,               0.003268,               0.003268,               0.003268
                    105,                0.85857,                0.74264,                 1.2144,                0.65657,                0.64631,                0.66478,                0.45834,                 1.2327,                 1.1237,                 1.2532,               0.003202,               0.003202,               0.003202
                    106,                0.86497,                0.73813,                 1.2181,                0.65506,                0.64472,                0.66245,                0.45847,                 1.2327,                  1.129,                 1.2535,               0.003136,               0.003136,               0.003136
                    107,                 0.8584,                0.74016,                 1.2124,                0.65251,                0.65639,                0.66548,                 0.4598,                 1.2343,                 1.1255,                 1.2548,                0.00307,                0.00307,                0.00307
                    108,                0.84837,                0.72598,                 1.2012,                0.65488,                0.65193,                0.66304,                0.45981,                 1.2332,                 1.1287,                 1.2541,               0.003004,               0.003004,               0.003004
                    109,                0.85159,                0.73346,                 1.2127,                0.75693,                0.58531,                 0.6604,                0.45933,                 1.2326,                 1.1345,                  1.254,               0.002938,               0.002938,               0.002938
                    110,                0.84188,                0.71528,                 1.2076,                0.64948,                0.65008,                0.66331,                0.45933,                 1.2291,                 1.1365,                 1.2524,               0.002872,               0.002872,               0.002872
                    111,                0.84785,                0.72134,                  1.206,                0.65708,                0.64854,                0.66486,                0.45919,                 1.2275,                 1.1367,                 1.2515,               0.002806,               0.002806,               0.002806
                    112,                0.84331,                0.72072,                 1.2029,                0.65604,                0.65044,                0.66563,                0.46112,                  1.229,                 1.1316,                 1.2515,                0.00274,                0.00274,                0.00274
                    113,                0.84181,                0.71915,                 1.2046,                 0.6638,                 0.6457,                  0.666,                0.46097,                  1.229,                 1.1277,                 1.2511,               0.002674,               0.002674,               0.002674
                    114,                0.83775,                0.71395,                 1.1981,                0.66252,                0.64438,                0.66656,                0.46093,                 1.2288,                 1.1237,                 1.2506,               0.002608,               0.002608,               0.002608
                    115,                0.84153,                0.71378,                  1.203,                0.65914,                 0.6455,                0.66683,                0.46146,                 1.2287,                   1.12,                   1.25,               0.002542,               0.002542,               0.002542
                    116,                0.83968,                0.70895,                 1.2014,                0.66237,                0.64009,                0.66702,                0.46197,                 1.2283,                 1.1195,                 1.2495,               0.002476,               0.002476,               0.002476
                    117,                0.82088,                0.69566,                 1.1908,                0.66703,                0.62818,                0.66917,                0.46322,                 1.2287,                 1.1152,                  1.249,                0.00241,                0.00241,                0.00241
                    118,                0.83792,                0.70845,                 1.2005,                0.71956,                 0.6113,                0.66903,                0.46303,                  1.229,                 1.1138,                 1.2481,               0.002344,               0.002344,               0.002344
                    119,                0.83405,                0.70618,                  1.194,                 0.7318,                0.61601,                0.66998,                0.46432,                 1.2292,                 1.1127,                 1.2484,               0.002278,               0.002278,               0.002278
                    120,                0.82388,                0.69204,                 1.1863,                0.73403,                0.61529,                0.66853,                0.46396,                 1.2297,                 1.1143,                 1.2475,               0.002212,               0.002212,               0.002212
                    121,                0.82144,                0.68772,                 1.1877,                 0.7344,                0.61529,                0.66824,                0.46456,                   1.23,                 1.1151,                 1.2476,               0.002146,               0.002146,               0.002146
                    122,                 0.8203,                0.67817,                 1.1867,                0.74357,                0.61714,                0.67176,                0.46514,                 1.2318,                 1.1145,                 1.2484,                0.00208,                0.00208,                0.00208
                    123,                0.81641,                0.68122,                 1.1852,                0.74273,                0.61714,                0.67199,                0.46542,                  1.233,                  1.112,                 1.2489,               0.002014,               0.002014,               0.002014
                    124,                0.80059,                0.66873,                 1.1765,                0.74775,                0.61714,                0.67328,                0.46538,                 1.2338,                 1.1116,                 1.2494,               0.001948,               0.001948,               0.001948
                    125,                 0.8221,                0.69078,                 1.1914,                0.74566,                0.61714,                0.67449,                0.46595,                 1.2332,                  1.111,                 1.2489,               0.001882,               0.001882,               0.001882
                    126,                 0.8203,                0.67838,                 1.1896,                0.74201,                0.61898,                0.67437,                0.46575,                 1.2331,                 1.1127,                  1.249,               0.001816,               0.001816,               0.001816
                    127,                0.81559,                  0.674,                 1.1841,                0.74623,                0.62083,                0.67448,                0.46531,                 1.2341,                 1.1127,                 1.2494,                0.00175,                0.00175,                0.00175
                    128,                0.80668,                0.66358,                 1.1805,                0.74206,                0.62083,                0.67498,                0.46602,                 1.2336,                 1.1122,                 1.2494,               0.001684,               0.001684,               0.001684
